shortname: benhoyt_goawk-BuiltinGsubAmpersand
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
ImmutableInsertSecondDimension,0.025893556,12%,0.038418807,4%,+48.37%,p=0.008 n=5,0.034568202,9%,+33.50%,p=0.008 n=5
geomean,0.025893555999999998,,0.038418807,,+48.37%,,0.034568202,,+33.50%,

shortname: workiva_set-Clear
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Clear,4.2250000000000004e-08,13%,7.038e-08,2%,+66.58%,p=0.008 n=5,6.732e-08,5%,+59.34%,p=0.008 n=5
geomean,4.2249999999999985e-08,,7.037999999999989e-08,,+66.58%,,6.73199999999999e-08,,+59.34%,

shortname: workiva_set-Exists
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Exists,1.6460000000000003e-08,2%,6.03e-08,11%,+266.34%,p=0.008 n=5,5.347e-08,9%,+224.85%,p=0.008 n=5
geomean,1.6460000000000006e-08,,6.030000000000004e-08,,+266.34%,,5.346999999999999e-08,,+224.85%,

shortname: workiva_triey-Iterator
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Iterator,1.113e-06,3%,1.354e-06,9%,+21.65%,p=0.008 n=5,9.438e-07,13%,-15.20%,p=0.008 n=5
geomean,1.112999999999999e-06,,1.354e-06,,+21.65%,,9.438000000000007e-07,,-15.20%,
